,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
91,233,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.09,0,1.09,1.02
92,234,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.2,0,1.2,1.41
93,235,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.31,0,1.31,1.66
94,236,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.41,0,1.41,1.8
95,237,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.5,0,1.5,1.89
96,238,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.61,0,1.61,1.99
97,239,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.7,0,1.7,2.06
98,240,9,"Kim K, Kim IH, Yoon KY, Lee J, Jang JH. α-Fe2O3 on patterned fluorine doped tin oxide for efficient photoelectrochemical water splitting. J Mater Chem A 2015;3:7706–9. https://doi.org/10.1039/c5ta00027k.",290,FeO,Pt gauze,Ag/AgCl,0.25,300,410,100,1,NaOH,1,13.6,2.17,RHE,1.79,0,1.79,2.22
99,241,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.2,0,-0.2,0.00857
100,242,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.108,0,-0.108,0.00833
101,243,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.0164,0,-0.0164,-0.00478
102,244,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.109,0,0.109,0.012
103,245,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.222,0,0.222,0.0246
104,246,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.305,0,0.305,0.0715
105,247,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.403,0,0.403,0.131
106,248,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.498,0,0.498,0.225
107,249,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.592,0,0.592,0.302
108,250,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.699,0,0.699,0.396
109,251,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.834,0,0.834,0.529
110,252,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.956,0,0.956,0.618
111,253,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.05,0,1.05,0.67
112,254,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.15,0,1.15,0.708
113,255,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.26,0,1.26,0.738
114,256,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.35,0,1.35,0.737
115,257,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",149,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.49,0,1.49,0.758
116,258,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.197,0,-0.197,-0.00429
117,259,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.096,0,-0.096,-0.0131
118,260,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,-0.0134,0,-0.0134,0.0124
119,261,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.103,0,0.103,0.0163
120,262,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.21,0,0.21,0.0589
121,263,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.314,0,0.314,0.0972
122,264,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.4,0,0.4,0.153
123,265,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.488,0,0.488,0.242
124,266,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.583,0,0.583,0.371
125,267,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.687,0,0.687,0.512
126,268,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.831,0,0.831,0.627
127,269,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,0.966,0,0.966,0.691
128,270,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.05,0,1.05,0.725
129,271,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.16,0,1.16,0.751
130,272,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.26,0,1.26,0.802
131,273,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.36,0,1.36,0.819
132,274,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",150,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,3.02,RHE,1.49,0,1.49,0.844
133,275,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,-0.194,0,-0.194,-0.00859
134,276,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,-0.0899,0,-0.0899,0.00399
135,277,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.0141,0,0.0141,0.00371
136,278,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.103,0,0.103,0.0249
137,279,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.213,0,0.213,0.0675
138,280,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.314,0,0.314,0.136
139,281,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.397,0,0.397,0.333
140,282,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.488,0,0.488,0.547
141,283,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.58,0,0.58,0.726
142,284,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.684,0,0.684,0.868
143,285,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.822,0,0.822,0.987
144,286,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,0.956,0,0.956,1.07
145,287,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,1.07,0,1.07,1.12
146,288,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,1.16,0,1.16,1.16
147,289,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,1.27,0,1.27,1.19
148,290,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,1.38,0,1.38,1.2
149,291,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",151,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.98,RHE,1.48,0,1.48,1.21
150,292,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",152,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.88,RHE,-0.194,0,-0.194,-0.0943
151,293,10,"Zhang X, Liu Y, Lee ST, Yang S, Kang Z. Coupling surface plasmon resonance of gold nanoparticles with slow-photon-effect of TiO2 photonic crystals for synergistically enhanced photoelectrochemical water splitting. Energy Environ Sci 2014;7:1409–19. https://doi.org/10.1039/c3ee43278e.",152,TiO,Pt wire,Ag/AgCl,1.35,300,410,100,1,KOH,1,13.5,2.88,RHE,-0.0929,0,-0.0929,-0.0217
